"Start Time","End Time","Activity ID","Activity Name","Description","Location Name","Time Zone","Offset","Duration (h:m:s)","Elapsed Duration (h:m:s)","Moving Duration (h:m:s)","Activity Parent","Activity Type","Event Type","Device","Gear","Privacy","File Format","Distance (km)","Average Speed (km/h)","Average Speed (km/h or min/km)","Average Moving Speed (km/h)","Average Moving Speed (km/h or min/km)","Max. Speed (km/h)","Max. Speed (km/h or min/km)","Elevation Gain (m)","Elevation Loss (m)","Elevation Min. (m)","Elevation Max. (m)","Elevation Corrected","Begin Latitude (Â°DD)","Begin Longitude (Â°DD)","End Latitude (Â°DD)","End Longitude (Â°DD)","Max. Heart Rate (bpm)","Average Heart Rate (bpm)","Calories","VO2max","Aerobic Training Effect","Anaerobic Training Effect","Avg. Run Cadence","Max. Run Cadence","Stride Length","Steps","Avg. Cadence (rpm)","Max. Cadence (rpm)","Strokes","Avg. Temp (Â°C)","Min. Temp (Â°C)","Max. Temp (Â°C)"
"2021-03-29T16:58:54+02:00","2021-03-29T18:24:15+02:00","6516330725","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:25:21","01:25:21","01:25:20","Any Activity Type","Cycling","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","39.90841","28.051199340820315","28.1","28.06134619568973","28.1","37.519199752807616","37.5","239.62","225.0","19.2","50.86","true","50.738049","3.072109","50.731693","3.070572","182","165","1040","","4.6","2.2","","","","","","","","","",""
"2021-03-28T17:07:02+02:00","2021-03-28T17:56:02+02:00","6516328606","Linselles Course","","Linselles","Europe/Paris","+02:00","00:49:00","00:49:00","00:48:52","Any Activity Type","Running","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","8.86695","10.857600116729737","05:32","10.887337625103033","05:31","12.93120002746582","04:38","66.55","66.74","21.0","49.19","true","50.737483","3.072340","50.742718","3.062872","186","171","645","44.0","4.8","0.2","149.58","158.0","121.02","7304","","","","","",""
"2021-03-27T10:08:27+01:00","2021-03-27T11:19:10+01:00","6516327147","Linselles Cyclisme","","Linselles","Europe/Paris","+01:00","01:10:43","01:10:43","01:10:15","Any Activity Type","Cycling","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","30.20192","25.62839984893799","25.6","25.79286577997122","25.8","49.680000686645506","49.7","344.56","341.81","19.1","59.71","true","50.737215","3.071984","50.764764","3.053681","185","162","814","","4.2","2.6","","","","","","","","","",""
"2021-03-24T16:34:11+01:00","2021-03-24T17:49:58+01:00","6484874636","Linselles Cyclisme","","Linselles","Europe/Paris","+01:00","01:15:47","01:15:47","01:15:38","Any Activity Type","Cycling","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","33.42215","26.45999965667725","26.5","26.515641976692738","26.5","52.67159843444824","52.7","382.83","376.74","19.08","59.81","true","50.737315","3.071898","50.764694","3.053667","187","164","881","","4.4","3.5","","","","","","","","","",""
"2021-03-21T10:35:51+01:00","2021-03-21T11:45:14+01:00","6465550284","Linselles Cyclisme","","Linselles","Europe/Paris","+01:00","01:09:23","01:09:23","01:09:22","Any Activity Type","Cycling","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","29.64379","25.639200782775884","25.6","25.64352084883565","25.6","48.10320167541504","48.1","325.6","320.03","19.0","57.99","true","50.737274","3.072049","50.764853","3.053694","189","162","812","","4.2","3.0","","","","","","","","","",""
"2021-03-20T10:37:15+01:00","2021-03-20T11:17:26+01:00","6459373335","Linselles Course","","Linselles","Europe/Paris","+01:00","00:40:11","00:40:11","00:39:48","Any Activity Type","Running","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","6.72851","10.0439998626709","05:58","10.14324834268641","05:55","12.36240005493164","04:51","35.27","32.09","16.84","49.52","true","50.737373","3.072020","50.735961","3.059575","189","174","533","44.0","4.5","0.9","144.44","159.0","115.78","5808","","","","","",""
"2021-03-14T15:32:42+01:00","2021-03-14T16:03:54+01:00","6439722418","Linselles Course","","Linselles","Europe/Paris","+01:00","00:31:12","00:31:12","00:31:10","Any Activity Type","Running","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","5.70804","10.972800350189209","05:28","10.98768832479527","05:28","12.023999691009521","04:59","24.9","27.46","21.0","41.01","true","50.737635","3.071991","50.742601","3.062456","188","172","415","44.0","4.1","1.1","149.44","157.0","122.41","4644","","","","","",""
"2021-03-06T15:50:03+01:00","2021-03-06T16:51:45+01:00","6384191007","Linselles Cyclisme","","Linselles","Europe/Paris","+01:00","01:01:42","01:01:42","01:01:41","Any Activity Type","Cycling","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","26.36614","25.642800521850585","25.6","25.648530212585477","25.6","53.13959884643555","53.1","280.49","274.15","19.0","57.99","true","50.737363","3.071958","50.764770","3.053679","184","153","626","","3.5","2.7","","","","","","","","","",""
"2021-03-03T15:47:03+01:00","2021-03-03T16:51:24+01:00","6367331838","Linselles Cyclisme","","Linselles","Europe/Paris","+01:00","01:04:21","01:04:21","01:04:19","Any Activity Type","Cycling","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","30.69222","28.619999313354494","28.6","28.632924830485273","28.6","46.01879997253419","46.0","179.17","167.0","19.21","50.66","true","50.737308","3.072021","50.731482","3.069985","180","167","816","","4.6","1.3","","","","","","","","","",""
"2021-02-28T10:24:14+01:00","2021-02-28T11:36:12+01:00","6357368229","Linselles Cyclisme","","Linselles","Europe/Paris","+01:00","01:11:58","01:11:58","01:11:39","Any Activity Type","Cycling","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","30.19822","25.17480010986328","25.2","25.288682751963076","25.3","49.20839881896973","49.2","326.27","325.77","19.12","59.59","true","50.737211","3.071605","50.764663","3.053647","188","167","869","","4.4","3.1","","","","","","","","","",""
"2021-02-27T15:42:16+01:00","2021-02-27T17:00:52+01:00","6357364131","Linselles Cyclisme","","Linselles","Europe/Paris","+01:00","01:18:36","01:18:36","01:18:28","Any Activity Type","Cycling","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","28.54927","21.79079990386963","21.8","21.83100290616439","21.8","53.34120140075684","53.3","188.01","164.6","19.16","50.97","true","50.740378","3.060833","50.719284","3.063946","182","127","498","","2.8","2.0","","","","","","","","","",""
"2021-02-21T10:19:11+01:00","2021-02-21T11:30:20+01:00","6307018864","Wervicq-Sud Cyclisme","","Wervicq-Sud","Europe/Paris","+01:00","01:11:09","01:11:09","01:11:06","Any Activity Type","Cycling","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","28.75507","24.249600219726563","24.2","24.26737265758372","24.3","53.40960159301758","53.4","334.41","318.37","19.0","57.96","true","50.745638","3.059604","50.759419","3.047930","182","157","790","","3.8","2.3","","","","","","","","","",""
"2021-02-20T16:19:12+01:00","2021-02-20T16:57:15+01:00","6303101506","Linselles Course","","Linselles","Europe/Paris","+01:00","00:38:03","00:38:03","00:37:59","Any Activity Type","Running","Uncategorized","Forerunner 245 6.20.0.0","","private","fit","6.67717","10.526400089263916","05:42","10.549178463712558","05:41","11.923200130462646","05:02","31.27","34.32","16.92","37.38","true","50.737396","3.071842","50.735912","3.059409","187","173","505","44.0","4.5","","148.16","159.0","118.39","5620","","","","","",""
"2021-02-17T16:57:26+01:00","2021-02-17T17:30:55+01:00","6287338333","Linselles Course","","Linselles","Europe/Paris","+01:00","00:33:29","00:33:29","00:33:24","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.73639","10.278000068664552","05:50","10.30329347311565","05:49","15.6204008102417","03:50","25.19","27.18","21.0","41.52","true","50.737557","3.071958","50.742731","3.062690","185","169","425","44.0","3.9","2.4","141.78","220.0","120.93","4748","","","","","",""
"2021-02-13T11:19:11+01:00","2021-02-13T11:52:37+01:00","6264166477","Linselles Course","","Linselles","Europe/Paris","+01:00","00:33:26","00:33:26","00:33:19","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.81895","10.440000343322753","05:45","10.479565047041088","05:44","12.225599670410157","04:54","37.55","38.2","21.0","49.38","true","50.737344","3.071987","50.742615","3.062649","186","171","432","43.0","4.1","0.5","146.5","156.0","118.81","4896","","","","","",""
"2021-02-11T10:17:59+01:00","2021-02-11T10:52:19+01:00","6254208633","Linselles Course","","Linselles","Europe/Paris","+01:00","00:34:20","00:34:20","00:34:19","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.83750","10.202400398254396","05:53","10.205761497403318","05:53","11.721600151062011","05:07","37.74","33.67","21.0","49.21","true","50.737264","3.071752","50.742555","3.062495","187","177","460","43.0","4.4","0.3","146.23","153.0","116.32","5016","","","","","",""
"2021-02-05T10:09:29+01:00","2021-02-05T10:44:44+01:00","6222398336","Linselles Course","","Linselles","Europe/Paris","+01:00","00:35:15","00:35:15","00:35:13","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.74588","9.777600288391113","06:08","9.789959996895806","06:08","11.689199924468994","05:08","23.95","27.77","21.0","41.0","true","50.737238","3.071880","50.744074","3.068905","185","171","455","44.0","3.9","2.1","142.33","198.0","114.51","5016","","","","","",""
"2021-02-02T10:35:08+01:00","2021-02-02T11:08:26+01:00","6206249891","Linselles Course","","Linselles","Europe/Paris","+01:00","00:33:18","00:33:18","00:33:12","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.74129","10.342799663543701","05:48","10.373992111037522","05:47","12.427199649810794","04:50","20.14","23.84","20.67","38.0","true","50.737322","3.072003","50.742582","3.062737","188","175","446","44.0","4.1","0.4","146.39","159.0","117.76","4850","","","","","",""
"2021-01-31T11:00:52+01:00","2021-01-31T11:34:14+01:00","6196817040","Wervicq-Sud Course","","Wervicq-Sud","Europe/Paris","+01:00","00:32:44","00:33:22","00:32:42","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.53104","10.141199684143066","05:55","10.148226456489217","05:55","12.394800281524658","04:50","23.24","14.12","21.69","41.17","true","50.747554","3.060623","50.749877","3.064989","187","178","455","44.0","4.4","0.4","147.64","156.0","114.45","4820","","","","","",""
"2021-01-25T16:34:30+01:00","2021-01-25T17:06:36+01:00","6196814355","Linselles Course","","Linselles","Europe/Paris","+01:00","00:32:06","00:32:06","00:32:02","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.62517","10.515600013732909","05:42","10.538521352355076","05:42","11.959200096130372","05:01","33.9","24.97","17.6","41.0","true","50.740510","3.070045","50.742685","3.062030","188","179","454","45.0","4.3","0.6","147.22","159.0","119.03","4722","","","","","",""
"2021-01-22T16:39:41+01:00","2021-01-22T17:12:02+01:00","6196811113","Bousbecque Course","","Bousbecque","Europe/Paris","+01:00","00:31:59","00:32:21","00:31:55","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.25431","9.856799697875976","06:05","9.878714873148223","06:04","12.394800281524658","04:50","20.44","17.94","23.06","41.0","true","50.753643","3.069976","50.750327","3.073754","193","177","452","45.0","4.4","0.5","148.34","157.0","110.69","4738","","","","","",""
"2021-01-14T23:09:46+01:00","2021-01-15T00:04:51+01:00","6196808890","Bousbecque Course","","Bousbecque","Europe/Paris","+01:00","00:55:05","00:55:05","00:55:04","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","8.53706","9.298799800872802","06:27","9.302542541253032","06:27","11.959200096130372","05:01","25.98","38.78","22.98","45.99","true","50.760659","3.060609","50.763832","3.063759","188","177","758","46.0","4.8","1.5","145.53","156.0","106.46","7992","","","","","",""
"2021-01-12T16:35:43+01:00","2021-01-12T17:08:18+01:00","6196804851","Bousbecque Course","","Bousbecque","Europe/Paris","+01:00","00:31:56","00:32:35","00:31:50","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.34518","10.040400123596191","05:59","10.072581050139428","05:57","13.43520040512085","04:28","20.42","16.42","23.0","41.0","true","50.751043","3.065446","50.751681","3.064862","188","168","428","46.0","4.1","0.7","148.33","158.0","112.75","4724","","","","","",""
"2021-01-10T11:20:33+01:00","2021-01-10T11:53:48+01:00","6196801827","Linselles Course","","Linselles","Europe/Paris","+01:00","00:33:15","00:33:15","00:33:15","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.62297","10.144800281524658","05:55","10.148325795084014","05:55","12.866399574279788","04:40","33.1","24.99","21.0","49.49","true","50.740755","3.068996","50.742544","3.061892","187","177","475","46.0","4.4","0.1","147.92","155.0","114.32","4904","","","","","",""
"2021-01-07T16:35:56+01:00","2021-01-07T17:07:27+01:00","6196798529","Bousbecque Course","","Bousbecque","Europe/Paris","+01:00","00:31:31","00:31:31","00:31:29","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.58874","10.64160032272339","05:38","10.650144613627024","05:38","15.080400466918945","03:59","17.42","11.69","24.87","37.64","true","50.751276","3.065160","50.753796","3.069780","187","176","451","46.0","4.4","0.9","148.69","217.0","119.3","4664","","","","","",""
"2020-12-31T15:42:02+01:00","2020-12-31T16:14:55+01:00","6196796122","Linselles Course","","Linselles","Europe/Paris","+01:00","00:32:53","00:32:53","00:32:48","Any Activity Type","Running","Uncategorized","Forerunner 245 5.50.0.0","","private","fit","5.78897","10.558800315856933","05:41","10.5887133520538","05:40","12.193200302124025","04:55","35.28","31.7","21.0","49.3","true","50.737375","3.071928","50.742637","3.062631","191","177","481","47.0","4.4","0.2","148.17","157.0","118.81","4878","","","","","",""
"2020-12-29T11:17:52+01:00","2020-12-29T12:09:49+01:00","6021783204","Bousbecque Course","","Bousbecque","Europe/Paris","+01:00","00:50:49","00:51:57","00:46:59","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","7.07637","8.355600357055664","07:11","9.035471058737427","06:38","16.18920078277588","03:42","38.98","37.95","23.25","36.0","true","50.750628","3.071522","50.748658","3.071472","195","162","616","47.0","4.4","3.8","129.75","215.0","105.73","6766","","","","","",""
"2020-12-20T10:55:12+01:00","2020-12-20T11:50:10+01:00","6021780266","Bousbecque Course","","Bousbecque","Europe/Paris","+01:00","00:54:58","00:54:58","00:54:52","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","8.88004","9.691199684143067","06:11","9.709683957122685","06:11","13.10039978027344","04:35","58.14","44.39","21.04","49.43","true","50.753016","3.065525","50.756287","3.062832","184","174","778","47.0","5.0","1.4","146.69","159.0","110.11","8062","","","","","",""
"2020-12-19T15:44:13+01:00","2020-12-19T16:16:22+01:00","6021777558","Bousbecque Course","","Bousbecque","Europe/Paris","+01:00","00:32:09","00:32:09","00:32:08","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","5.49962","10.263600254058838","05:51","10.270651607260591","05:51","13.806000137329102","04:21","24.81","16.27","27.09","49.83","true","50.753741","3.068362","50.751599","3.070865","189","174","464","48.0","4.6","1.0","149.42","158.0","114.44","4792","","","","","",""
"2020-12-13T15:43:07+01:00","2020-12-13T16:16:15+01:00","6021775810","Bousbecque Course","","Bousbecque","Europe/Paris","+01:00","00:33:08","00:33:08","00:33:06","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","5.68969","10.299600219726562","05:50","10.311918577429559","05:49","13.132800006866455","04:34","24.02","16.04","25.25","49.35","true","50.753758","3.068478","50.751554","3.070821","190","176","487","48.0","4.9","0.9","150.73","159.0","113.89","4968","","","","","",""
"2020-12-06T11:38:53+01:00","2020-12-06T12:35:18+01:00","6021774042","Bousbecque Course","","Bousbecque","Europe/Paris","+01:00","00:56:25","00:56:25","00:56:19","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","8.67469","9.226799869537354","06:30","9.240859957192754","06:30","14.979599189758302","04:00","52.77","45.12","23.34","45.69","true","50.755020","3.064568","50.757549","3.061140","188","176","801","48.0","5.0","2.1","144.12","198.0","106.58","8126","","","","","",""
"2020-11-28T15:40:51+01:00","2020-11-28T16:32:38+01:00","6021771233","Wervicq-Sud Course","","Wervicq-Sud","Europe/Paris","+01:00","00:51:47","00:51:47","00:51:45","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","8.75267","10.141199684143066","05:55","10.147588349247542","05:55","13.636800384521484","04:24","60.17","44.72","21.27","49.8","true","50.747424","3.060324","50.749031","3.064586","188","176","760","48.0","5.0","1.4","149.12","159.0","113.34","7704","","","","","",""
"2020-11-21T11:21:27+01:00","2020-11-21T11:46:33+01:00","6021768326","Linselles Course","","Linselles","Europe/Paris","+01:00","00:25:06","00:25:06","00:25:04","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","4.40379","10.526400089263916","05:42","10.538204972742104","05:42","14.040000343322754","04:16","70.77","58.03","21.55","66.2","true","50.742520","3.063435","50.746438","3.073537","184","173","365","48.0","3.7","0.1","151.34","165.0","115.92","3780","","","","","",""
"2020-11-18T11:25:52+01:00","2020-11-18T11:43:21+01:00","6021766761","Linselles Course","","Linselles","Europe/Paris","+01:00","00:17:29","00:17:29","00:16:52","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","2.83799","9.741600322723388","06:10","10.09906949280477","05:56","13.57199993133545","04:25","29.2","15.53","5.2","34.4","true","50.741608","3.060937","50.742460","3.062975","182","164","242","","3.1","1.3","141.86","157.0","114.38","2470","","","","","",""
"2020-11-14T16:32:59+01:00","2020-11-14T16:56:54+01:00","6021765670","Linselles Course","","Linselles","Europe/Paris","+01:00","00:23:55","00:23:55","00:23:54","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","4.61550","11.58120002746582","05:11","11.587344437522116","05:11","14.342399883270266","04:11","32.81","28.62","21.0","49.93","true","50.737332","3.071917","50.735919","3.059497","187","172","350","48.0","3.6","","154.14","201.0","125.17","3664","","","","","",""
"2020-11-11T11:21:39+01:00","2020-11-11T11:54:25+01:00","6021763469","Linselles Course","","Linselles","Europe/Paris","+01:00","00:32:46","00:32:46","00:32:46","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","5.89420","10.792799663543702","05:34","10.792498604426608","05:34","12.866399574279788","04:40","18.33","21.91","20.75","34.54","true","50.737324","3.072012","50.735966","3.059533","182","169","471","48.0","3.8","","150.8","159.0","119.3","4924","","","","","",""
"2020-11-09T16:28:25+01:00","2020-11-09T17:01:52+01:00","5805146670","Linselles Course","","Linselles","Europe/Paris","+01:00","00:33:27","00:33:27","00:33:27","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","5.80654","10.41479959487915","05:46","10.417560836133534","05:46","15.922799491882325","03:46","17.15","9.92","20.0","31.64","true","50.738998","3.060006","50.742088","3.063847","182","168","475","49.0","3.8","0.4","149.03","211.0","116.44","4958","","","","","",""
"2020-11-07T11:33:55+01:00","2020-11-07T12:00:11+01:00","5805145014","Linselles Course","","Linselles","Europe/Paris","+01:00","00:26:16","00:26:16","00:26:16","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","4.54783","10.385999965667724","05:47","10.391596085785448","05:46","14.378399848937988","04:10","30.35","20.15","20.0","45.85","true","50.735986","3.061291","50.735941","3.058415","183","170","379","49.0","3.5","0.5","148.23","157.0","116.63","3872","","","","","",""
"2020-11-03T16:30:57+01:00","2020-11-03T16:54:28+01:00","5805143281","Linselles Course","","Linselles","Europe/Paris","+01:00","00:23:31","00:23:31","00:23:29","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","4.53131","11.563199615478515","05:11","11.574326023271075","05:11","13.370399951934814","04:29","20.56","24.64","20.0","35.75","true","50.737438","3.071967","50.736046","3.059631","184","168","336","49.0","3.5","","154.47","188.0","124.76","3632","","","","","",""
"2020-10-31T11:12:07+01:00","2020-10-31T11:45:17+01:00","5805141620","Linselles Course","","Linselles","Europe/Paris","+01:00","00:33:10","00:33:10","00:33:08","Any Activity Type","Running","Uncategorized","Forerunner 245 5.30.0.0","","private","fit","5.88873","10.652400398254395","05:38","10.662907670230252","05:38","13.370399951934814","04:29","18.44","19.99","20.0","32.21","true","50.737302","3.071993","50.735951","3.059576","179","170","475","49.0","3.8","0.3","149.02","221.0","119.04","4936","","","","","",""
"2020-10-27T16:38:42+01:00","2020-10-27T17:01:40+01:00","5741718259","Linselles Course","","Linselles","Europe/Paris","+01:00","00:22:58","00:22:58","00:22:55","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","4.51581","11.797199821472168","05:05","11.819438205375882","05:05","13.233600425720217","04:32","20.69","24.76","20.0","35.85","true","50.737328","3.072021","50.735955","3.059608","182","167","325","49.0","3.4","0.4","155.3","161.0","126.63","3568","","","","","",""
"2020-10-25T16:59:26+01:00","2020-10-25T17:31:58+01:00","5727620409","Linselles Course","","Linselles","Europe/Paris","+01:00","00:32:32","00:32:32","00:32:31","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.28856","11.595599842071534","05:10","11.605090673579182","05:10","12.765600013732913","04:42","22.58","23.42","20.0","37.71","true","50.737347","3.071989","50.736024","3.059579","181","171","474","49.0","4.0","","154.62","161.0","125.0","5018","","","","","",""
"2020-10-22T17:17:49+02:00","2020-10-22T18:06:08+02:00","5722744744","Bousbecque Course","","Bousbecque","Europe/Paris","+02:00","00:48:19","00:48:19","00:48:17","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.83683","10.972800350189209","05:28","10.981358112560716","05:28","14.410799217224122","04:10","20.26","79.2","25.08","86.8","true","50.764247","3.063007","50.764247","3.063007","178","169","695","49.0","4.4","","153.62","159.0","119.05","7372","","","","","",""
"2020-10-19T17:26:54+02:00","2020-10-19T18:11:34+02:00","5722743143","Linselles Course","","Linselles","Europe/Paris","+02:00","00:44:40","00:44:40","00:44:38","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.24052","11.070000171661377","05:25","11.078287541373864","05:25","13.10039978027344","04:35","17.26","19.01","15.56","35.74","true","50.737137","3.069667","50.735780","3.059141","181","171","658","49.0","4.3","","153.83","160.0","119.94","6858","","","","","",""
"2020-10-17T17:23:38+02:00","2020-10-17T17:58:18+02:00","5722741241","Linselles Course","","Linselles","Europe/Paris","+02:00","00:34:31","00:34:40","00:34:23","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.45163","11.214000034332278","05:21","11.256955086010334","05:20","12.463199615478516","04:49","29.69","17.97","21.43","46.04","true","50.742345","3.061646","50.743499","3.061437","182","169","506","49.0","3.9","0.2","152.2","159.0","122.85","5244","","","","","",""
"2020-10-14T17:24:39+02:00","2020-10-14T17:49:30+02:00","5722739911","Linselles Course","","Linselles","Europe/Paris","+02:00","00:24:51","00:24:51","00:24:50","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","4.60708","11.127600288391113","05:24","11.13022905847354","05:23","12.394800281524658","04:50","25.62","24.74","20.0","45.86","true","50.737314","3.072073","50.736016","3.059580","183","172","373","50.0","3.5","","153.17","158.0","121.09","3790","","","","","",""
"2020-10-11T16:06:03+02:00","2020-10-11T16:40:54+02:00","5722738749","Linselles Course","","Linselles","Europe/Paris","+02:00","00:34:51","00:34:51","00:34:46","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.46757","11.13479976654053","05:23","11.159512472090817","05:23","12.798000240325928","04:41","31.9","32.79","20.0","45.92","true","50.737293","3.071970","50.735962","3.059521","176","164","498","50.0","3.6","","154.05","161.0","120.47","5346","","","","","",""
"2020-10-10T15:49:28+02:00","2020-10-10T16:08:15+02:00","5722737205","Linselles Course","","Linselles","Europe/Paris","+02:00","00:18:35","00:18:47","00:18:34","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","3.48967","11.264399814605715","05:20","11.272575216547422","05:19","11.923200130462646","05:02","12.63","1.19","16.04","32.07","true","50.735505","3.051230","50.738763","3.047226","178","171","279","50.0","3.1","","154.31","161.0","121.65","2864","","","","","",""
"2020-10-04T16:47:48+02:00","2020-10-04T17:36:12+02:00","5631565550","Linselles Course","","Linselles","Europe/Paris","+02:00","00:48:24","00:48:24","00:48:21","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.85587","10.979999828338626","05:28","10.991318396125399","05:28","14.076000308990478","04:16","57.33","54.71","20.66","45.99","true","50.737358","3.071998","50.742656","3.062682","178","163","686","50.0","3.9","","153.72","165.0","119.03","7408","","","","","",""
"2020-10-03T17:19:26+02:00","2020-10-03T17:57:56+02:00","5627382763","Linselles Course","","Linselles","Europe/Paris","+02:00","00:38:30","00:38:30","00:38:28","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","7.20876","11.231999588012696","05:21","11.24297271487889","05:20","13.906799697875977","04:19","33.51","30.82","16.01","46.1","true","50.737268","3.071851","50.735984","3.059355","182","167","561","50.0","3.8","","154.17","163.0","121.41","5912","","","","","",""
"2020-10-01T17:13:05+02:00","2020-10-01T17:36:54+02:00","5627381063","Linselles Course","","Linselles","Europe/Paris","+02:00","00:23:49","00:23:49","00:23:45","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","4.72805","11.912400054931643","05:02","11.948286599863303","05:01","13.874400329589845","04:19","6.04","16.02","16.0","32.16","true","50.737322","3.071999","50.735908","3.059539","180","163","335","50.0","3.2","","155.64","163.0","127.57","3726","","","","","",""
"2020-09-29T17:22:46+02:00","2020-09-29T18:23:38+02:00","5627379175","Linselles Course","","Linselles","Europe/Paris","+02:00","01:00:52","01:00:52","01:00:49","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","10.69342","10.540799903869628","05:42","10.548642740456037","05:41","12.2939998626709","04:53","48.24","51.35","15.54","57.84","true","50.737298","3.071786","50.735929","3.059404","180","166","870","50.0","4.3","","153.41","160.0","114.53","9284","","","","","",""
"2020-09-27T16:48:56+02:00","2020-09-27T17:37:53+02:00","5599470365","Linselles Course","","Linselles","Europe/Paris","+02:00","00:48:57","00:48:57","00:48:55","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.88536","10.890000343322754","05:31","10.899849424060916","05:30","13.031999588012695","04:36","57.03","55.47","20.65","46.21","true","50.737376","3.072030","50.742613","3.062626","179","166","705","50.0","4.0","","154.16","163.0","117.72","7516","","","","","",""
"2020-09-26T18:41:57+02:00","2020-09-26T19:06:33+02:00","5594867908","Linselles Course","","Linselles","Europe/Paris","+02:00","00:24:36","00:24:36","00:24:35","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","5.00773","12.218400192260743","04:55","12.223134476286608","04:55","14.040000343322754","04:16","5.7","16.18","15.55","32.24","true","50.737314","3.072023","50.735943","3.059551","185","169","359","50.0","3.3","0.1","158.47","167.0","128.48","3888","","","","","",""
"2020-09-24T17:14:22+02:00","2020-09-24T18:02:56+02:00","5585683827","Linselles Course","","Linselles","Europe/Paris","+02:00","00:48:34","00:48:34","00:48:31","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.87534","10.962000274658203","05:28","10.976071461429955","05:28","13.031999588012695","04:36","58.13","55.05","20.75","45.63","true","50.737228","3.072068","50.742574","3.062699","178","165","694","49.0","3.9","","153.33","165.0","119.36","7430","","","","","",""
